name,attributes,image,rarity score,token id,rank
Bobblehead #1879,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Fluorescent Yellow', 'trait_type': 'Background'}, {'value': 'Triple Spatula', 'trait_type': 'Left Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Olympic Podium', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Unicorn', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Right Item', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmTqoriNmgt3FqCzy1Gwk6gsMbowpSLkN5PTH8NsAuuqLf,179.9663288187206,1879,666
Bobblehead #7553,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Maroon', 'trait_type': 'Background'}, {'value': 'Spock', 'trait_type': 'Left Item'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Volcanic Isle', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Fez', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmeBJEjJqnXYqWrBDUkekK9ydzbmnEySpLqYN9EJt9pXWe,179.74534584550196,7553,667
Bobblehead #8048,"[{'value': 'Horse', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Boxing Glove', 'trait_type': 'Left Item'}, {'value': 'Hook', 'trait_type': 'Right Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'K.O', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Pirate Hat', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmRuFrqJQzT2tZ6SjitPUn14oNioBLARGv564yshERkWgn,179.72856715246664,8048,668
Bobblehead #5982,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Sky Blue', 'trait_type': 'Background'}, {'value': 'Indestructable Phone', 'trait_type': 'Left Item'}, {'value': 'Trident', 'trait_type': 'Right Item'}, {'value': 'Suit', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Olympic Podium', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Eyepatch', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Helicopter', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qmc31fyuiXoTqwjURgQK6DjX5zusPNKS7ikboNi9V5YU3w,179.64504930348403,5982,669
Bobblehead #113,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Sky Blue', 'trait_type': 'Background'}, {'value': 'Torch', 'trait_type': 'Left Item'}, {'value': 'Sword', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Volcanic Isle', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Fez', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmYR3YCM4h76U2jHHtZ34givTjhHbNVqQCmqUkV6F4VWRE,179.59083153696554,113,670
Bobblehead #5073,"[{'value': 'Bull', 'trait_type': 'Race'}, {'value': 'Psychedelic Realm', 'trait_type': 'Background'}, {'value': 'Pineapple', 'trait_type': 'Left Item'}, {'value': 'Toy Gun', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eye Mask', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Helicopter', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmPbanQwe4Cq1ENvCLQqSW1eVgVdEpsbu85mm2MjrXEBAy,179.44234984115909,5073,671
Bobblehead #262,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Lime Green', 'trait_type': 'Background'}, {'value': 'Spock', 'trait_type': 'Left Item'}, {'value': 'Potted Plant', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Orange', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmVQ3ZM9WJ6a7f9eNqNSfaoMNVhAgmYX5hC1au8R6Ac7U1,179.40768970360472,262,672
Bobblehead #7329,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Swamp', 'trait_type': 'Background'}, {'value': 'Pineapple', 'trait_type': 'Left Item'}, {'value': 'Welding Torch', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Horns', 'trait_type': 'Hat'}, {'value': 'Gold Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZBY3pGt7noT9oMAMg4BNLFcfn3gPqkXYGk2e6x4EqMvQ,179.2699355517332,7329,673
Bobblehead #1988,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Crystal Ball', 'trait_type': 'Right Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Track Pants', 'trait_type': 'Bottoms'}, {'value': 'Pile of Bones', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eye Mask', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Helicopter', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZJYCgeoKBeGCdwyvX3Yf7LdN5TDtbgrZ4M4QhR7JRzf2,179.18398177031366,1988,674
Bobblehead #1744,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Purple', 'trait_type': 'Background'}, {'value': 'Trident', 'trait_type': 'Left Item'}, {'value': 'Hook', 'trait_type': 'Right Item'}, {'value': 'Astronaut Suit', 'trait_type': 'Top'}, {'value': 'Astronaut Suit', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eye Mask', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Bald', 'trait_type': 'Hair'}, {'value': 'Bunny Ears', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmP9HbU3PBiMdUVCdFUBRj7tuH3kMgb6WbS9xsteCUEvZK,179.16295064077116,1744,675
Bobblehead #7063,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Party', 'trait_type': 'Background'}, {'value': 'Sword', 'trait_type': 'Left Item'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Hard Hat', 'trait_type': 'Hat'}, {'value': 'Silver Studs (Pair)', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmbmAW3MMj6KoD2PQ3vEotEqsZprxNq1yk966uJWnSG18p,179.1387027153634,7063,676
Bobblehead #3345,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Sandy Sunset', 'trait_type': 'Background'}, {'value': 'Sword', 'trait_type': 'Left Item'}, {'value': 'White Flag', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Grin', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Pirate Hat', 'trait_type': 'Hat'}, {'value': 'Gold Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmPPzGRDYGvfEokhGWez36tpUUnSKVEpPHFHG5YVHWpC9N,179.11641491329863,3345,677
Bobblehead #2762,"[{'value': 'Horse', 'trait_type': 'Race'}, {'value': 'Maroon', 'trait_type': 'Background'}, {'value': 'Baloon', 'trait_type': 'Left Item'}, {'value': 'Telescope', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmQhR9BAUiHu1iYcPwcr4oeGhcrZeQvG9QopCNhCtabamH,179.0680917861344,2762,678
Bobblehead #2119,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Lime Green', 'trait_type': 'Background'}, {'value': 'Pineapple', 'trait_type': 'Left Item'}, {'value': 'Hook', 'trait_type': 'Right Item'}, {'value': 'Crop Top', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': '3D Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Braces', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Wizard Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmeETQHmHX68zDhUpoDuADXT3AaHigRFui9FtcF9xx3c9T,179.02421932797895,2119,679
Bobblehead #5333,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Pastel Yellow', 'trait_type': 'Background'}, {'value': 'Sparkler', 'trait_type': 'Left Item'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Crop Top', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Green', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Locks', 'trait_type': 'Hair'}, {'value': 'Horns', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmQ6rLgc5MM6FLUfR6ESCNk8D7AqtsWrC2xjkubZ8XKvq3,178.95512663244804,5333,680
Bobblehead #6277,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Telescope', 'trait_type': 'Left Item'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Cargo Pants', 'trait_type': 'Bottoms'}, {'value': 'Volcanic Isle', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Frown', 'trait_type': 'Mouth'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmT2gUKUNCDodrUW5prLG5MTayCuhhLDgfbxPPzENvL1Rm,178.58237036233157,6277,681
Bobblehead #6632,"[{'value': 'Bear', 'trait_type': 'Race'}, {'value': 'Sky Blue', 'trait_type': 'Background'}, {'value': 'Crystal Ball', 'trait_type': 'Left Item'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Topless', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eyepatch', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Bandana', 'trait_type': 'Hat'}, {'value': 'Gold Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qmd9A9s9YfiVjTJjXshqY7yHVYLh3H5RejA4w83y3KDnXs,178.57296330774886,6632,682
Bobblehead #8351,"[{'value': 'Bull', 'trait_type': 'Race'}, {'value': 'Psychedelic Realm', 'trait_type': 'Background'}, {'value': 'Triple Spatula', 'trait_type': 'Left Item'}, {'value': 'Sword', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Track Pants', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Hard Hat', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmQgW3RyeVkpqGAj6f3o4HEbYpBsQiSDd1jkX8G56k6usy,178.56684087908684,8351,683
Bobblehead #4692,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Red', 'trait_type': 'Background'}, {'value': 'Pocket Watch', 'trait_type': 'Left Item'}, {'value': 'Baloon', 'trait_type': 'Right Item'}, {'value': 'Longsleeve Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Toothy Smirk', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Medusa', 'trait_type': 'Hair'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmUFhEBQiyuM6S5AkLPUugJp7zugNjFs25ACyQKoNMmEtK,178.52163976743915,4692,684
Bobblehead #4146,"[{'value': 'Bear', 'trait_type': 'Race'}, {'value': 'Baskeball Arena', 'trait_type': 'Background'}, {'value': 'Fishing Rod', 'trait_type': 'Left Item'}, {'value': 'Surfboard', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Pirate Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qmad3DEeSLgfvGWUuzWJSYDHbUnnN4KDxjCKRuSuMWLvR1,178.513952909504,4146,685
Bobblehead #1334,"[{'value': 'Ape', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Toy Gun', 'trait_type': 'Left Item'}, {'value': 'Sword', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Toothy Smirk', 'trait_type': 'Mouth'}, {'value': 'Bunny Ears', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmeyBFVwwJ1uf6oAgQpcwqRquG6gfusHtf3hrUs52rH314,178.5033591392066,1334,686
Bobblehead #7987,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Garden Park', 'trait_type': 'Background'}, {'value': 'Torch', 'trait_type': 'Left Item'}, {'value': 'Crystal Ball', 'trait_type': 'Right Item'}, {'value': 'Hawaiian Shirt', 'trait_type': 'Top'}, {'value': 'Cargo Pants', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Trapper Hat', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmdKhWZwMXSgAM8m6fzQzK9nzQs1JC4tpQcZaVShZ1XrqD,178.38396624855238,7987,687
Bobblehead #603,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Torch', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Ice', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Unicorn', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmcokC48zK5vFww46YdAvA1Wvhtrugu69Tp6utGHVNKzmb,178.37652474947254,603,688
Bobblehead #4619,"[{'value': 'Ape', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Braces', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Right Item', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmeiXJ4sEU6sGgzcDq1yYt1Bsfc7FA6YxCMQC6c8Qy8cxW,178.37580764619887,4619,689
Bobblehead #3906,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Fluorescent Yellow', 'trait_type': 'Background'}, {'value': 'Pineapple', 'trait_type': 'Left Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Camo Pants', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Right Item', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qmd59rff5YTPerup3yz1ApbivdNXVKNC9S4wqGjxfwB4EB,178.35323445725138,3906,690
Bobblehead #1993,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Pastel Yellow', 'trait_type': 'Background'}, {'value': 'Surfboard', 'trait_type': 'Left Item'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Pile of Bones', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Top Hat', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmaJHepmekzWECfKDubCLrM2CdeWi55EMXGio73VDTPmfq,178.25756998282034,1993,691
Bobblehead #7887,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Sky Blue', 'trait_type': 'Background'}, {'value': 'Welding Torch', 'trait_type': 'Left Item'}, {'value': 'Sword', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Powder Blue', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Monocle', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Tinfoil Hat', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmUeDg8G5864GhkDW5SD2zVuMFCpFEjjq1xXc6tyqro1KV,178.15135276930604,7887,692
Bobblehead #7196,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Lime Green', 'trait_type': 'Background'}, {'value': 'Sword', 'trait_type': 'Left Item'}, {'value': 'Trident', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Olympic Podium', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eyepatch', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Party Hat', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmXBTi5crRs5s7hVsnL2GyjzYcRMZKHnqUaiSK7ZaRgACU,178.12440097723305,7196,693
Bobblehead #314,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Maroon', 'trait_type': 'Background'}, {'value': 'Crystal Ball', 'trait_type': 'Left Item'}, {'value': 'Crystal Ball', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Camo Pants', 'trait_type': 'Bottoms'}, {'value': 'Powder Blue', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Hard Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmRAZvdS4FHEFgT8E1CumTF9W746urx1snSB9hwpSDW8mB,178.02948934399254,314,694
